StructuredCallEntryID,Exchange,ExchSegment,ScripCode,Price,StopLoss,TargetPrice,Validity,RRRValue,InternalRemark,Header,CallType,CategoryID,SubCategoryID,UserID,InsertionTime,IsActive,Attachment,Status,StatusDescreption,BuySell,SendTo,ScripName,ImageURL,ModifiedDT,LastTradedPrice,CallClosedBy,CallClosedDT,CallClosedLTP
3468,NSE,OPT,56054,8.00,2,18.00,26-03-2024 00:00:00,NA,,Index Options : BUY FINNIFTY 20800 CE,Calls,2,9,22,26-03-2024 12:04:13,True,,SL,SL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",FINNIFTY 26 Mar 2024 CE 20800.00,,26-03-2024 12:04:13,0.00,,,0.00
3469,NSE,OPT,66694,202.00,179,248.00,26-03-2024 00:00:00,NA,,Index Option : BUY BANKNIFTY MAR 46800 CE,Calls,2,9,22,26-03-2024 12:29:24,True,,Closed,SL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 27 Mar 2024 CE 46800.00,,26-03-2024 12:29:24,0.00,,,0.00
3470,NSE,OPT,185881,2.50,1.4,3.50,27-03-2024 00:00:00,NA,,STOCK OPTION2: BUY ONGC MAR 267.5 CE @ 2.5 SL: 1.4,Calls,2,10,24,26-03-2024 12:30:51,True,,Closed,BUY ONGC CALL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ONGC 28 Mar 2024 CE 267.50,,26-03-2024 12:30:51,0.00,,,0.00
3471,NSE,EQUITY,13501,70.00,60,89.00,30-07-2024 00:00:00,NA,,Momentum Trade - BUY ALLCARGO at 69.80-70,Calls,1,7,15,26-03-2024 12:31:09,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ALLCARGO,,26-03-2024 12:31:09,0.00,,,0.00
3472,NSE,EQUITY,13501,70.00,60,89.00,29-07-2024 00:00:00,NA,,Wealth Pick - BUY ALLCARGO at 70-70.10,Calls,1,7,15,26-03-2024 13:12:11,True,,Closed,SL Hit @33.26,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ALLCARGO,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,33.26
3473,NSE,EQUITY,9117,476.00,420,605.00,29-07-2024 00:00:00,NA,,Wealth Pick - BUY TIPSINDLTD at 475-477,Calls,1,7,15,26-03-2024 13:13:52,True,,Closed,Take Profit @671.95,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",TIPSINDLTD,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,671.95
3474,NSE,FUTIDX,36612,22130.00,22090,22210.00,26-03-2024 00:00:00,NA,,Buy Nifty50 Mar Fut,Calls,2,9,17,26-03-2024 13:16:36,True,,SL,Buy Nifty50 Mar Fut,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NIFTY 28 Mar 2024,,26-03-2024 13:16:36,0.00,,,0.00
3475,NSE,OPT,157739,55.20,50.95,62.60,26-03-2024 00:00:00,NA,,Stock Options : BUY MCX 3350 CE,Calls,2,9,22,26-03-2024 13:44:11,True,,Closed,SL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",MCX 28 Mar 2024 CE 3350.00,,26-03-2024 13:44:11,0.00,,,0.00
3476,NSE,OPT,124111,142.10,134.9,154.00,26-03-2024 00:00:00,NA,,Stock Options : BUY OFSS  8700 CE,Calls,2,9,22,26-03-2024 13:47:37,True,,Closed,SL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",OFSS 28 Mar 2024 CE 8700.00,,26-03-2024 13:47:37,0.00,,,0.00
3477,NSE,EQUITY,19731,215.00,199,239.00,30-04-2024 00:00:00,NA,,Stock of the Day : BUY GPPL,Calls,1,6,22,26-03-2024 15:21:36,True,,Closed,SL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GPPL,,26-03-2024 15:21:36,0.00,,,0.00
3478,NSE,EQUITY,22,1.00,1,1.00,26-03-2024 00:00:00,NA,,ets8t,Calls,2,10,6,26-03-2024 18:07:01,True,,Closed,Take Profit @1877.00,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ACC,,04-06-2025 18:50:29,0.00,Auto,04-06-2025 18:50:29,1877.00
3479,MCX,FUTCOMM,256949,74800.00,75050,74350.00,29-03-2024 00:00:00,NA,BOOK FULL PROFIT 74645,BULLION SILVERM SELL CALL,Calls,2,9,14,26-03-2024 19:13:45,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVERM 30 Apr 2024,,26-03-2024 19:13:45,0.00,,,0.00
3480,MCX,FUTCOMM,427739,66125.00,66225,65925.00,29-03-2024 00:00:00,NA,BOOK FULL PROFIT 65985,BULLION GOLDM SELL CALL,Calls,2,9,14,26-03-2024 19:40:43,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 05 Apr 2024,,26-03-2024 19:40:43,0.00,,,0.00
3481,NSE,FUTSTK,38787,1326.00,1319,1340.00,27-03-2024 00:00:00,NA,Target Achieved.,Buy Adani Port Fut @ 1326,Calls,2,9,20,27-03-2024 09:25:09,True,,Target,Buy Adani Port Fut @ 1326,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ADANIPORTS 28 Mar 2024,,27-03-2024 09:25:09,0.00,,,0.00
3482,NSE,OPT,55217,44.10,39.9,54.00,27-03-2024 00:00:00,NA,,Stock Option  : BUY  TRENT 4400 CE,Calls,2,9,22,27-03-2024 09:28:56,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",TRENT 28 Mar 2024 CE 4400.00,,27-03-2024 09:28:56,0.00,,,0.00
3483,NSE,EQUITY,19020,242.00,237,245.00,10-04-2024 00:00:00,NA,Book profit ,Momentum Trade - BUY JSWINFRA at 242-243,Calls,2,10,15,27-03-2024 09:29:54,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",JSWINFRA,,27-03-2024 09:29:54,0.00,,,0.00
3484,NSE,OPT,67311,107.00,90,141.00,27-03-2024 00:00:00,NA,Book & exit @ 122,Buy Nifty 22100 CE @ 107,Calls,2,9,20,27-03-2024 09:33:50,True,,Closed,Buy Nifty 22100 CE @ 107,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NIFTY 28 Mar 2024 CE 22100.00,,27-03-2024 09:33:50,0.00,,,0.00
3485,NSE,OPT,196825,41.00,35.95,54.00,27-03-2024 00:00:00,NA,,Stock Option : BUY TRENT  3900 CE,Calls,2,9,22,27-03-2024 09:34:18,True,,SL,SL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",TRENT 28 Mar 2024 CE 3900.00,,27-03-2024 09:34:18,0.00,,,0.00
3486,NSE,OPT,70828,5.00,3,9.00,27-03-2024 00:00:00,NA,,BUY AMBUAJACEM MAR 600 CE @ 5 SL: 3 TGTS: 9,Calls,2,9,24,27-03-2024 09:42:48,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",AMBUJACEM 28 Mar 2024 CE 600.00,,04-06-2025 18:52:26,0.00,Auto,04-06-2025 18:52:26,0.00
3487,NSE,EQUITY,22,2480.00,2454,2530.00,27-03-2024 00:00:00,NA,,Intraday Trade -BUY ACC at 2480-2481,Calls,2,9,15,27-03-2024 09:42:48,True,,Closed,SL Hit @1877.00,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ACC,,04-06-2025 18:50:29,0.00,Auto,04-06-2025 18:50:29,1877.00
3488,NSE,EQUITY,3363,4060.00,3970,4250.00,09-04-2024 00:00:00,NA,Target achieved,Momentum Trade - BUY SUPREMEIND at 4060-4065,Calls,2,10,15,27-03-2024 09:58:11,True,,Target,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SUPREMEIND,,27-03-2024 09:58:11,0.00,,,0.00
3489,NSE,OPT,193805,100.10,94.9,110.00,27-03-2024 00:00:00,NA,,Stock Option : BUY SIEMENS 5200 CE,Calls,2,9,22,27-03-2024 09:59:19,True,,Closed,TARGET DONE,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SIEMENS 28 Mar 2024 CE 5200.00,,27-03-2024 09:59:19,0.00,,,0.00
3490,NSE,FUTCUR,9062,55.35,55.5,55.05,27-03-2024 00:00:00,NA,,Sell JPYINR @ 55.35,Calls,2,9,16,27-03-2024 10:00:41,True,,SL,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",JPYINR 26 Apr 2024,,27-03-2024 10:00:41,0.00,,,0.00
3491,NSE,OPT,70218,30.50,27.95,34.50,27-03-2024 00:00:00,NA,,Stock Option  : BUY ADANIPORTS 1300 CE,Calls,2,9,22,27-03-2024 10:14:57,True,,Target,TARGET ,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ADANIPORTS 28 Mar 2024 CE 1300.00,,27-03-2024 10:14:57,0.00,,,0.00
3492,NSE,FUTCUR,9060,105.22,105.4,104.85,27-03-2024 00:00:00,NA,,Sell GBPINR @ 105.22,Calls,2,9,16,27-03-2024 10:35:58,True,,SL,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GBPINR 26 Apr 2024,,27-03-2024 10:35:58,0.00,,,0.00
3493,NSE,FUTIDX,35006,10595.00,10560,10665.00,27-03-2024 00:00:00,NA,,Buy Midcpnifty April Fut,Calls,2,9,17,27-03-2024 10:46:16,True,,SL,Buy Midcpnifty April Fut,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",MIDCPNIFTY 29 Apr 2024,,27-03-2024 10:46:16,0.00,,,0.00
3494,NSE,OPT,93543,6.00,3,11.00,27-03-2024 00:00:00,NA,,STOCK OPTION: BUY BSOFT MAR 760 CE @ 6 SL: 3 TGTS,Calls,2,9,24,27-03-2024 11:07:45,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BSOFT 28 Mar 2024 CE 760.00,,27-03-2024 11:07:45,0.00,,,0.00
3495,NSE,OPT,76723,14.00,9.9,24.00,27-03-2024 00:00:00,NA,,Stock Option : BUY BALKRISHAN 2300 CE,Calls,2,9,22,27-03-2024 11:30:15,True,,SL,SL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BALKRISIND 28 Mar 2024 CE 2300.00,,27-03-2024 11:30:15,0.00,,,0.00
3496,NSE,EQUITY,21808,1496.00,1295,1966.00,30-07-2024 00:00:00,NA,,Wealth Pick- BUY SBILIFE @1496-1498,Calls,1,7,15,27-03-2024 11:49:50,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SBILIFE,,04-06-2025 18:52:26,0.00,Auto,04-06-2025 18:52:26,1775.90
3497,NSE,OPT,66694,46.00,29,78.00,27-03-2024 00:00:00,NA,,Stock Option : BUY MFSL 1000 CE,Calls,2,9,22,27-03-2024 12:17:13,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 27 Mar 2024 CE 46800.00,,27-03-2024 12:17:13,0.00,,,0.00
3498,NSE,OPT,66694,46.00,29,78.00,27-03-2024 00:00:00,NA,,Index Option  : BUY BANKNIFTY 46800 CE,Calls,2,9,22,27-03-2024 12:18:07,True,,SL,SL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 27 Mar 2024 CE 46800.00,,27-03-2024 12:18:07,0.00,,,0.00
3499,NSE,EQUITY,438,245.85,221,287.00,05-04-2024 00:00:00,NA,27March_01_BHEL,LONG IN BHEL,Calls,2,10,24,27-03-2024 12:25:13,True,,Closed,BUY BHEL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BHEL,,04-06-2025 18:52:26,0.00,Auto,04-06-2025 18:52:26,253.75
3500,NSE,EQUITY,13404,596.00,579,646.00,26-06-2024 00:00:00,NA,,Stock of the Day:  BUY SUNTV,Calls,1,6,22,27-03-2024 12:33:47,True,,Target,TARGET DONE,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SUNTV,,27-03-2024 12:33:47,0.00,,,0.00
3501,NSE,EQUITY,11532,9652.00,9450,10050.00,12-04-2024 00:00:00,NA,2.StockOftheday_27March_Ultracemco,LONG UTRATECH CEMENT ,Calls,2,10,24,27-03-2024 12:55:44,True,,Closed,Take Profit @11033.00,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ULTRACEMCO,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,11033.00
3502,NSE,OPT,93543,10.60,8.95,13.80,27-03-2024 00:00:00,NA,,Stock Option : BUY BSOFT 760 CE,Calls,2,9,22,27-03-2024 13:25:56,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BSOFT 28 Mar 2024 CE 760.00,,27-03-2024 13:25:56,0.00,,,0.00
3503,NSE,OPT,158379,11.00,8.45,16.00,27-03-2024 00:00:00,NA,,Stock Option  : BUY MFSL 1000 CE,Calls,2,9,22,27-03-2024 13:39:39,True,,Target,TARGET,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",MFSL 28 Mar 2024 CE 1000.00,,27-03-2024 13:39:39,0.00,,,0.00
3504,NSE,EQUITY,2142,1010.00,949,1134.00,25-06-2024 00:00:00,NA,,Wealth Pick : BUY MFSL,Calls,1,7,22,27-03-2024 13:58:16,True,,SL,Stop loss hit,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",MFSL,,27-03-2024 13:58:16,0.00,,,0.00
3505,NSE,OPT,68603,72.10,61.95,88.00,27-03-2024 00:00:00,NA,,Stock Option : BUY ABB 6300 CE,Calls,2,9,22,27-03-2024 14:45:40,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ABB 28 Mar 2024 CE 6300.00,,27-03-2024 14:45:40,0.00,,,0.00
3506,NSE,EQUITY,17433,1595.00,1378,1917.00,26-07-2024 00:00:00,NA,,Wealth Pick - BUY NETWEB at 1595,Calls,1,7,15,27-03-2024 14:46:45,True,,Closed,Take Profit @1967.60,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NETWEB,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,1967.60
3507,NSE,OPT,66692,38.00,19,76.00,27-03-2024 00:00:00,NA,,Index Option : BUY BANKNIFTY 46700 CE,Calls,2,9,22,27-03-2024 14:59:30,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 27 Mar 2024 CE 46700.00,,27-03-2024 14:59:30,0.00,,,0.00
3508,MCX,FUTCOMM,428177,144.80,141,151.50,29-03-2024 00:00:00,NA,BOOK FULL PROFIT 146.80,ENERGY NATGASM BUY CALL,Calls,2,9,14,27-03-2024 19:00:18,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NATGASMINI 25 Apr 2024,,27-03-2024 19:00:18,0.00,,,0.00
3509,MCX,FUTCOMM,256949,74601.00,74400,74975.00,29-03-2024 00:00:00,NA,TARGET HIT 74975,BULLION SILVERM BUY CALL,Calls,2,9,14,27-03-2024 19:08:03,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVERM 30 Apr 2024,,27-03-2024 19:08:03,0.00,,,0.00
3510,NSE,OPT,53964,447.00,400,510.00,28-03-2024 00:00:00,NA,Book & Exit @ 500,Buy BANKNIFTY 47000 CE @447,Calls,2,9,20,28-03-2024 09:23:43,True,,Closed,Buy BANKNIFTY 47000 CE @447,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 03 Apr 2024 CE 47000.00,,28-03-2024 09:23:43,0.00,,,0.00
3511,NSE,FUTCUR,9063,83.42,83.28,83.70,28-03-2024 00:00:00,NA,,Buy USDINR @83.42 ,Calls,2,9,16,28-03-2024 09:45:41,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",USDINR 26 Apr 2024,,28-03-2024 09:45:41,0.00,,,0.00
3512,NSE,FUTCUR,9058,90.35,90.25,90.55,28-03-2024 00:00:00,NA,,Buy EURINR @ 90.35,Calls,2,9,16,28-03-2024 09:49:02,True,,SL,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",EURINR 26 Apr 2024,,28-03-2024 09:49:02,0.00,,,0.00
3513,NSE,FUTSTK,66523,1245.50,1250,1235.00,28-03-2024 00:00:00,NA,,SELL TECHM FUT @ 1245.50,Calls,2,9,20,28-03-2024 09:49:05,True,,SL,SELL TECHM FUT @ 1245.50,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",TECHM 28 Mar 2024,,28-03-2024 09:49:05,0.00,,,0.00
3514,NSE,EQUITY,1476,80.95,79.95,82.65,05-04-2024 00:00:00,NA,Book Profit @82.65,Momentum Trade - BUY IDBI at 80.95,Calls,2,10,15,28-03-2024 10:10:27,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",IDBI,,28-03-2024 10:10:27,0.00,,,0.00
3515,NSE,OPT,79570,33.00,23,49.00,02-04-2024 00:00:00,NA,,STOCK OPTION: BUY BAJAJFINSV APRIL 1680 CE @ 33 S,Calls,2,10,24,28-03-2024 10:15:43,True,,Closed,STOCK OPTION: BUY BAJAJFINSV APRIL 1680 CE @ 33 SL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BAJAJFINSV 25 Apr 2024 CE 1680.00,,04-06-2025 18:52:26,0.00,Auto,04-06-2025 18:52:26,0.00
3516,NSE,OPT,91343,41.00,33.9,55.00,04-04-2024 00:00:00,NA,,Stock Option : BUY GRASIM  2300 CE,Calls,2,10,22,28-03-2024 11:14:08,True,,Target,TARGET DONE,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GRASIM 25 Apr 2024 CE 2300.00,,28-03-2024 11:14:08,0.00,,,0.00
3517,NSE,EQUITY,3045,747.55,730,780.00,05-04-2024 00:00:00,NA,28MARCH_1_LONG SBIN,LONG SBIN,Calls,2,10,24,28-03-2024 11:43:12,True,,Closed,Take Profit @806.50,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SBIN,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,806.50
3518,NSE,OPT,134318,155.00,119,224.00,17-04-2024 00:00:00,NA,,Stock Option : BUY ULTRATECH 10000 CE,Calls,2,10,22,28-03-2024 11:46:47,True,,Target,TARGET DONE,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ULTRACEMCO 25 Apr 2024 CE 10000.00,,28-03-2024 11:46:47,0.00,,,0.00
3519,NSE,EQUITY,10666,124.00,106,153.00,31-07-2024 00:00:00,NA,,Wealth Pick-BUY PUNJAB NATIONAL BANK CMP Rs. 124.0,Calls,1,7,15,28-03-2024 12:23:26,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",PNB,,04-06-2025 18:52:26,0.00,Auto,04-06-2025 18:52:26,109.54
3520,NSE,EQUITY,1270,611.00,530,760.00,31-07-2024 00:00:00,NA,,Wealth Pick BUY AMBUJA CEMENTS LTD. CMP Rs. 611 ,Calls,1,7,15,28-03-2024 12:25:10,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",AMBUJACEM,,04-06-2025 18:52:26,0.00,Auto,04-06-2025 18:52:26,552.45
3521,NSE,EQUITY,1394,2271.00,2227,2350.00,05-04-2024 00:00:00,NA,28MARCH_2_HUL,LONG HUL,Calls,2,10,24,28-03-2024 12:49:54,True,,Closed,Take Profit @2364.50,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",HINDUNILVR,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,2364.50
3522,NSE,OPT,129358,5.60,4,8.00,02-04-2024 00:00:00,NA,BUY POWERGRID 285 CE APRIL,LONG POWERGRID 285 CE APRIL,Calls,2,10,24,28-03-2024 14:08:21,True,,Closed,BUY POWERGRID 285 CE APRIL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",POWERGRID 25 Apr 2024 CE 285.00,,04-06-2025 18:52:26,0.00,Auto,04-06-2025 18:52:26,0.00
3523,NSE,FUTCUR,9062,55.42,55.3,55.65,28-03-2024 00:00:00,NA,,Buy JPYINR @ 55.42,Calls,2,9,16,28-03-2024 16:10:50,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",JPYINR 26 Apr 2024,,28-03-2024 16:10:50,0.00,,,0.00
3524,MCX,FUTCOMM,427739,66855.00,66750,67050.00,05-04-2024 00:00:00,NA,TARGET HIT 67050,BULLION GOLDM BUY CALL ,Calls,2,9,14,28-03-2024 19:01:16,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 05 Apr 2024,,28-03-2024 19:01:16,0.00,,,0.00
3525,MCX,FUTCOMM,428177,145.70,142,152.00,05-04-2024 00:00:00,NA,,ENERGY NATGASM BUY CALL,Calls,2,9,14,28-03-2024 19:42:59,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NATGASMINI 25 Apr 2024,,28-03-2024 19:42:59,0.00,,,0.00
3526,NSE,EQUITY,13611,940.00,929,965.00,05-04-2024 00:00:00,NA,Target Achieved,Momentum Trade - BUY IRCTC at 939-940,Calls,2,10,15,01-04-2024 09:19:02,True,,Target,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",IRCTC,,01-04-2024 09:19:02,0.00,,,0.00
3527,NSE,FUTSTK,52246,6501.00,6450,6600.00,01-04-2024 00:00:00,NA,,Buy ABB Fut @ 6501,Calls,2,9,20,01-04-2024 09:20:01,True,,SL,Buy ABB Fut @ 6501,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ABB 25 Apr 2024,,01-04-2024 09:20:01,0.00,,,0.00
3528,NSE,OPT,54002,315.00,295,345.00,01-04-2024 00:00:00,NA,,Index Option : BUY BANKNIFTY 47500 CE,Calls,2,9,22,01-04-2024 09:54:00,True,,Target,Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 03 Apr 2024 CE 47500.00,,01-04-2024 09:54:00,0.00,,,0.00
3529,NSE,FUTSTK,66949,5593.20,5566,5625.00,01-04-2024 00:00:00,NA,Book profit at 5625,Buy LTTS FUT @ 5593.20,Calls,2,9,20,01-04-2024 09:57:10,True,,Closed,Buy LTTS FUT @ 5593.20,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",LTTS 25 Apr 2024,,01-04-2024 09:57:10,0.00,,,0.00
3530,MCX,FUTCOMM,256949,75693.00,75600,75830.00,01-04-2024 00:00:00,NA,"Target achieved
",Bullions - BUY Silver at 75693-75700,Calls,2,10,15,01-04-2024 10:00:03,True,,Target,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVERM 30 Apr 2024,,01-04-2024 10:00:03,0.00,,,0.00
3531,NSE,OPT,53964,691.00,638,797.00,01-04-2024 00:00:00,NA,SL triggered,Buy BANK NIFTY 47000 CE @ 691,Calls,2,9,20,01-04-2024 10:02:21,True,,SL,Buy BANK NIFTY 47000 CE @ 691,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 03 Apr 2024 CE 47000.00,,01-04-2024 10:02:21,0.00,,,0.00
3532,NSE,OPT,45799,106.00,94,124.00,01-04-2024 00:00:00,NA,,Index Option : BUY NIFTY 22550 CE,Calls,2,9,22,01-04-2024 10:18:44,True,,SL,SL HIT,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NIFTY 04 Apr 2024 CE 22550.00,,01-04-2024 10:18:44,0.00,,,0.00
3533,NSE,OPT,88305,13.20,11.45,15.90,01-04-2024 00:00:00,NA,,Stock Option : BUY CHAMBAL 350 CE,Calls,2,10,22,01-04-2024 10:31:09,True,,Target,"TARGET DONE, PROFIT 5130",Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CHAMBLFERT 25 Apr 2024 CE 350.00,,01-04-2024 10:31:09,0.00,,,0.00
3534,NSE,OPT,88242,7.00,5,11.00,03-04-2024 00:00:00,NA,,STOCK OPTIO: BUY EXIDEIND 315 CE @ 7 SL: 5 TGT: 11,Calls,2,9,24,01-04-2024 10:54:22,True,,Closed,EXIDEIND,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",EXIDEIND 25 Apr 2024 CE 315.00,,04-06-2025 18:52:26,0.00,Auto,04-06-2025 18:52:26,0.00
3535,NSE,EQUITY,13611,950.00,899,1025.00,26-04-2024 00:00:00,NA,,Stock of the Day:  BUY IRCTC,Calls,1,6,22,01-04-2024 11:05:22,True,,Target,TARGET DONE,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",IRCTC,,01-04-2024 11:05:22,0.00,,,0.00
3536,NSE,OPT,108676,26.00,19,39.00,03-04-2024 00:00:00,NA,,BUY IRCTC APRIL  980 CE @ 26 SL: 19 TGTS: 39,Calls,1,6,24,01-04-2024 11:10:40,True,,Closed,IRCTC LONG CALL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",IRCTC 30 May 2024 CE 980.00,,01-04-2024 11:10:40,0.00,,,0.00
3537,NSE,EQUITY,21238,575.00,549,634.00,30-04-2024 00:00:00,NA,,Wealth Pick : BUY AUBANK,Calls,1,7,22,01-04-2024 11:21:05,True,,Target,TARGET DONE,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",AUBANK,,01-04-2024 11:21:05,0.00,,,0.00
3538,NSE,OPT,76993,12.30,7.95,19.00,24-04-2024 00:00:00,NA,,Stock Option : BUY AUBANK 600 CE,Calls,2,10,22,01-04-2024 11:31:34,True,,Closed,"BOOK PROFIT AT CMP 16.4, PROFIT 4000 ",Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",AUBANK 25 Apr 2024 CE 600.00,,01-04-2024 11:31:34,0.00,,,0.00
3539,NSE,OPT,54004,245.00,200,325.00,01-04-2024 00:00:00,NA,,Buy Bank Nifty (3 april) 47600 CE ,Calls,2,9,17,01-04-2024 12:10:54,False,,Open,Buy Bank Nifty (3 april) 47600 CE ,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 03 Apr 2024 CE 47600.00,,01-04-2024 12:10:54,0.00,,,0.00
3540,NSE,OPT,54004,245.00,200,325.00,01-04-2024 00:00:00,NA,,Buy Bank Nifty (3 april) 47600 CE ,Calls,2,9,17,01-04-2024 12:10:54,False,,Open,Buy Bank Nifty (3 april) 47600 CE ,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 03 Apr 2024 CE 47600.00,,01-04-2024 12:10:54,0.00,,,0.00
3541,NSE,OPT,54004,245.00,200,325.00,01-04-2024 00:00:00,NA,,Buy Bank Nifty (3 april) 47600 CE ,Calls,2,9,17,01-04-2024 12:10:54,False,,Open,Buy Bank Nifty (3 april) 47600 CE ,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 03 Apr 2024 CE 47600.00,,01-04-2024 12:10:54,0.00,,,0.00
3542,NSE,OPT,54004,245.00,200,325.00,01-04-2024 00:00:00,NA,,Buy Bank Nifty (3 april) 47600 CE ,Calls,2,9,17,01-04-2024 12:10:55,False,,Open,Buy Bank Nifty (3 april) 47600 CE ,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 03 Apr 2024 CE 47600.00,,01-04-2024 12:10:55,0.00,,,0.00
